"LongTable-checkbox","lineage1","lineage2","lineage3","depmapId","displayName"
"false","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Epithelioid Type","ACH-000645","JL1"
"false","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","ACH-000151","JM1"
"false","Lymphoid","Mature B-Cell Neoplasms","Mantle Cell Lymphoma","ACH-003107","JMP1"
"false","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","ACH-000753","JMSU1"
"false","Kidney","Rhabdoid Cancer","Rhabdoid Cancer","ACH-001532","JMURTK2"
"false","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-001353","JOPACA1"
"false","Soft Tissue","Rhabdomyosarcoma","Alveolar Rhabdomyosarcoma","ACH-001096","JR"
"false","Lymphoid","Mature B-Cell Neoplasms","Primary Effusion Lymphoma","ACH-002253","JSC1"
"false","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","T-Lymphoblastic Leukemia/Lymphoma","ACH-000995","JURKAT"
"false","Myeloid","Myeloproliferative Neoplasms","Chronic Myeloid Leukemia, BCR-ABL1+","ACH-000326","JURLMK1"
"false","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-002654","JVE015"
"false","Bowel","Colorectal Adenocarcinoma","Mucinous Adenocarcinoma of the Colon and Rectum","ACH-002659","JVE127"
"false","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-002660","JVE187"
"false","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-002662","JVE207"
"false","Bowel","Colorectal Adenocarcinoma","Mucinous Adenocarcinoma of the Colon and Rectum","ACH-002664","JVE253"
"false","Lymphoid","Mature B-Cell Neoplasms","Mantle Cell Lymphoma","ACH-000106","JVM2"
"false","Lymphoid","Mature B-Cell Neoplasms","B-Cell Prolymphocytic Leukemia","ACH-000346","JVM3"
"false","Skin","Melanoma","Cutaneous Melanoma","ACH-000404","K029AX"
"false","Skin","Melanoma","Melanoma","ACH-002147","K2"
"false","Thyroid","Well-Differentiated Thyroid Cancer","Papillary Thyroid Cancer","ACH-002148","K5"
"false","Myeloid","Myeloproliferative Neoplasms","Chronic Myeloid Leukemia, BCR-ABL1+","ACH-000551","K562"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000231","KALS1"
"false","Lymphoid","Mature B-Cell Neoplasms","Primary Mediastinal (Thymic) Large B-Cell Lymphoma (PMBL)","ACH-002254","KARPAS1106P"
"false","Lymphoid","Mature B-Cell Neoplasms","Splenic Marginal Zone Lymphoma","ACH-001533","KARPAS1718"
"false","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","ACH-002255","KARPAS231"
"false","Lymphoid","Mature T and NK Neoplasms","Anaplastic Large-Cell Lymphoma ALK Positive","ACH-000053","KARPAS299"
"false","Lymphoid","Mature T and NK Neoplasms","Adult T-Cell Leukemia/Lymphoma","ACH-001097","KARPAS384"
"false","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","ACH-000315","KARPAS422"
"false","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","T-Lymphoblastic Leukemia/Lymphoma","ACH-002256","KARPAS45"
"false","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","ACH-000193","KARPAS620"
"false","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","ACH-000263","KASUMI1"
"false","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","ACH-000728","KASUMI2"
"false","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","ACH-000166","KASUMI6"
"false","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Signet Ring Cell Carcinoma of the Stomach","ACH-000793","KATOIII"
"false","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-001098","KCIMOH1"
"false","Myeloid","Myeloproliferative Neoplasms","Chronic Myeloid Leukemia, BCR-ABL1+","ACH-000983","KCL22"
"false","Soft Tissue","Rhabdoid Cancer","Extrarenal Rhabdoid Cancer","ACH-001099","KD"
"false","Lymphoid","Mature T and NK Neoplasms","Adult T-Cell Leukemia/Lymphoma","ACH-000101","KE37"
"false","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","ACH-000507","KE39"
"false","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","ACH-000167","KE97"
"false","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-000259","KELLY"
"false","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","ACH-000386","KG1"
"false","CNS/Brain","Diffuse Glioma","Oligodendroglioma","ACH-000126","KG1C"
"false","Ovary/Fallopian Tube","Sex Cord Stromal Tumor","Granulosa Cell Tumor","ACH-002149","KGN"
"false","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","ACH-000564","KHM1B"
"false","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","Natural Killer (NK) Cell Lymphoblastic Leukemia/Lymphoma (NKCLL)","ACH-001100","KHYG1"
"false","Lymphoid","Mature T and NK Neoplasms","Anaplastic Large-Cell Lymphoma ALK Positive","ACH-000773","KIJK"
"false","CNS/Brain","Diffuse Glioma","Anaplastic Astrocytoma","ACH-002257","KINGS1"
"false","Biliary Tract","Intraductal Papillary Neoplasm of the Bile Duct","Intrahepatic Cholangiocarcinoma","ACH-001537","KKU055"
"false","Biliary Tract","Intraductal Papillary Neoplasm of the Bile Duct","Extrahepatic Cholangiocarcinoma","ACH-001536","KKU100"
"false","Biliary Tract","Intraductal Papillary Neoplasm of the Bile Duct","Intrahepatic Cholangiocarcinoma","ACH-001538","KKU213"
"false","Uterus","Endometrial Carcinoma","Endometrial Carcinoma","ACH-000293","KLE"
"false","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-001101","KLM1"
"false","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000969","KM12"
"false","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","ACH-000862","KMBC2"
"false","Liver","Hepatocellular Carcinoma plus Intrahepatic Cholangiocarcinoma","Hepatocellular Carcinoma plus Intrahepatic Cholangiocarcinoma","ACH-001853","KMCH1"
"false","Lymphoid","Hodgkin Lymphoma","Hodgkin Lymphoma","ACH-000815","KMH2"
"false","Thyroid","Anaplastic Thyroid Cancer","Anaplastic Thyroid Cancer","ACH-002397","KMHDASH2"
"false","Lymphoid","Mature B-Cell Neoplasms","Germinal Center B-Cell Type","ACH-001539","KML1"
"false","Soft Tissue","Liposarcoma","Liposarcoma","ACH-001540","KMLS1"
"false","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","ACH-000889","KMM1"
"false","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","ACH-002258","KMOE2"
"false","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","ACH-000684","KMRC1"
"false","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","ACH-000709","KMRC2"
"false","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","ACH-000250","KMRC20"
"false","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","ACH-000313","KMRC3"
"false","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","ACH-000714","KMS11"
"false","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","ACH-000380","KMS12BM"
"false","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","ACH-000658","KMS18"
"false","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","ACH-000426","KMS20"
"false","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","ACH-000598","KMS21BM"
"false","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","ACH-000588","KMS26"
"false","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","ACH-000576","KMS27"
"false","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","ACH-000419","KMS28BM"
"false","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","ACH-001541","KMS28PE"
"false","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","ACH-000541","KMS34"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000622","KNS42"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000445","KNS60"
"false","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","ACH-000858","KNS62"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000479","KNS81"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-002259","KNS81FD"
"false","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","ACH-000498","KO52"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-001542","KON"
"false","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","ACH-001106","KOPN8"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-001543","KOSC2"
"false","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-001107","KP1N"
"false","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000281","KP2"
"false","Pancreas","Adenosquamous Carcinoma of the Pancreas","Adenosquamous Carcinoma of the Pancreas","ACH-000108","KP3"
"false","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-002669","KP363T"
"false","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000265","KP4"
"false","Breast","Invasive Breast Carcinoma","Invasive Breast Carcinoma","ACH-000028","KPL1"
"false","Kidney","Rhabdoid Cancer","Rhabdoid Cancer","ACH-001109","KPMRTRY"
"false","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-000345","KPNRTBM1"
"false","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-000446","KPNSI9S"
"false","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-000227","KPNYN"
"false","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-002261","KPNYS"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000631","KS1"
"false","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","ACH-000486","KU1919"
"false","Myeloid","Myeloproliferative Neoplasms","Chronic Myeloid Leukemia, BCR-ABL1+","ACH-000074","KU812"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","ACH-000524","KURAMOCHI"
"false","Myeloid","Acute Myeloid Leukemia","Acute Myelomonocytic Leukemia","ACH-002262","KY821"
"false","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Esophageal Adenocarcinoma","ACH-001544","KYAE1"
"false","Soft Tissue","Rhabdomyosarcoma","Embryonal Rhabdomyosarcoma","ACH-000607","KYM1"
"false","Myeloid","Myeloproliferative Neoplasms","Chronic Myeloid Leukemia, BCR-ABL1+","ACH-000604","KYO1"
"false","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ACH-000823","KYSE140"
"false","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ACH-000855","KYSE150"
"false","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ACH-000693","KYSE180"
"false","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ACH-002263","KYSE220"
"false","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ACH-000873","KYSE270"
"false","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ACH-000777","KYSE30"
"false","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ACH-000809","KYSE410"
"false","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ACH-000865","KYSE450"
"false","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ACH-002264","KYSE50"
"false","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ACH-000824","KYSE510"
"false","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ACH-000637","KYSE520"
"false","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ACH-000784","KYSE70"
"false","Lymphoid","Hodgkin Lymphoma","Hodgkin Lymphoma","ACH-000702","L1236"
"false","Pancreas","Adenosquamous Carcinoma of the Pancreas","Adenosquamous Carcinoma of the Pancreas","ACH-000685","L33"
"false","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","ACH-000183","L363"
"false","Lymphoid","Hodgkin Lymphoma","Hodgkin Lymphoma","ACH-000754","L428"
"false","Lymphoid","Hodgkin Lymphoma","Hodgkin Lymphoma","ACH-000806","L540"
"false","Normal","Non-Cancerous","Matched Normal","ACH-002351","L542"
"false","Lymphoid","Mature T and NK Neoplasms","Anaplastic Large-Cell Lymphoma ALK Positive","ACH-001111","L82"
"false","Myeloid","Myeloproliferative Neoplasms","Chronic Myeloid Leukemia, BCR-ABL1+","ACH-000301","LAMA84"
"false","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-001354","LAN2"
"false","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-001355","LAN6"
"false","Prostate","Prostate Neuroendocrine Carcinoma","Prostate Neuroendocrine Carcinoma","ACH-003019","LASCPC01"
"false","Normal","Non-Cancerous","Matched Normal","ACH-002352","LB1047EBV"
"false","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","ACH-002150","LB1047RCC"
"false","Normal","Non-Cancerous","Matched Normal","ACH-002353","LB2241EBV"
"false","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","ACH-002151","LB2241RCC"
"false","Normal","Non-Cancerous","Matched Normal","ACH-002354","LB2518EBV"
"false","Skin","Melanoma","Melanoma","ACH-002152","LB2518MEL"
"false","Normal","Non-Cancerous","Matched Normal","ACH-002355","LB373EBV"
"false","Skin","Melanoma","Melanoma","ACH-002153","LB373MELD"
"false","Normal","Non-Cancerous","Matched Normal","ACH-002356","LB647PBL"
"false","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-002154","LB647SCLC"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Head and Neck Squamous Cell Carcinoma","ACH-002265","LB771HNC"
"false","Normal","Non-Cancerous","Matched Normal","ACH-002357","LB771PBL"
"false","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","ACH-002266","LB831BLC"
"false","Normal","Non-Cancerous","Matched Normal","ACH-002358","LB831EBV"
"false","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","ACH-002155","LB996RCC"
"false","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","ACH-000705","LC1F"
"false","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","ACH-002156","LC1SQ"
"false","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","ACH-001113","LC1SQSF"
"false","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-002157","LC2AD"
"false","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","ACH-002267","LC41"
"false","Lung","Non-Small Cell Lung Cancer","Poorly Differentiated Non-Small Cell Lung Cancer","ACH-002035","LCAM1"
"false","Lung","Non-Small Cell Lung Cancer","Large Cell Lung Carcinoma","ACH-000627","LCLC103H"
"false","Lung","Non-Small Cell Lung Cancer","Large Cell Lung Carcinoma","ACH-000596","LCLC97TM1"
"false","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","ACH-000471","LI7"
"false","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","ACH-000769","LK2"
"false","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","ACH-000255","LMSU"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000819","LN18"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000328","LN215"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000595","LN229"
"false","CNS/Brain","Diffuse Glioma","Astrocytoma","ACH-000591","LN235"
"false","CNS/Brain","Diffuse Glioma","Astrocytoma","ACH-000128","LN319"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000634","LN340"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000215","LN382"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-002268","LN405"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000455","LN428"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000673","LN443"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000676","LN464"
"false","Prostate","Prostate Adenocarcinoma","Prostate Adenocarcinoma","ACH-000977","LNCAPCLONEFGC"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000760","LNZ308"
"false","CNS/Brain","Diffuse Glioma","Astrocytoma","ACH-002269","LNZTA3WT4"
"false","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Epithelioid Type","ACH-001547","LO68"
"false","Lymphoid","Mature T and NK Neoplasms","Adult T-Cell Leukemia/Lymphoma","ACH-000104","LOUCY"
"false","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","ACH-000176","LOUNH91"
"false","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000950","LOVO"
"false","Skin","Melanoma","Melanoma","ACH-000750","LOXIMVI"
"false","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","ACH-000204","LP1"
"false","Soft Tissue","Liposarcoma","Dedifferentiated Liposarcoma","ACH-001807","LPS067"
"false","Soft Tissue","Liposarcoma","Dedifferentiated Liposarcoma","ACH-001799","LPS141"
"false","Soft Tissue","Liposarcoma","Liposarcoma","ACH-001793","LPS27"
"false","Soft Tissue","Liposarcoma","Dedifferentiated Liposarcoma","ACH-001804","LPS510"
"false","Soft Tissue","Liposarcoma","Liposarcoma","ACH-001791","LPS6"
"false","Soft Tissue","Liposarcoma","Dedifferentiated Liposarcoma","ACH-001802","LPS853"
"false","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-001548","LS"
"false","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000252","LS1034"
"false","Normal","Non-Cancerous","Matched Normal","ACH-002376","LS1034PBL"
"false","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000501","LS123"
"false","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000957","LS180"
"false","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000985","LS411N"
"false","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000007","LS513"
"false","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-002051","LU134A"
"false","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-001549","LU135"
"false","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-002052","LU139"
"false","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-002077","LU165"
"false","Lung","Non-Small Cell Lung Cancer","Giant Cell Carcinoma of the Lung","ACH-000438","LU65"
"false","Lung","Non-Small Cell Lung Cancer","Giant Cell Carcinoma of the Lung","ACH-000444","LU99"
"false","Lung","Non-Small Cell Lung Cancer","Giant Cell Carcinoma of the Lung","ACH-002158","LU99A"
"false","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","ACH-000390","LUDLU1"
"false","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000787","LXF289"
"false","Breast","Invasive Breast Carcinoma","Invasive Breast Carcinoma","ACH-002325","LY2"
"false","Skin","Melanoma","Melanoma","ACH-002386","M00921"
"false","Skin","Melanoma","Acral Melanoma","ACH-002510","M040416"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-001118","M059J"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000152","M059K"
"false","Myeloid","Acute Myeloid Leukemia","Acute Megakaryoblastic Leukemia","ACH-000602","M07E"
"false","Skin","Melanoma","Melanoma","ACH-002387","M1203273"
"false","Skin","Melanoma","Melanoma","ACH-002159","M14"
"false","Skin","Melanoma","Melanoma","ACH-002511","M140325"
"false","Skin","Melanoma","Melanoma","ACH-002338","M980513"
"false","Lymphoid","Mature T and NK Neoplasms","Anaplastic Large-Cell Lymphoma ALK Negative","ACH-001119","MAC2A"
"false","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","ACH-002326","MACLS2"
"false","Skin","Melanoma","Melanoma","ACH-000477","MALME3M"
